rank,doc_idx,lda_cluster,lda_topwords,lda_maxtheta,lda_entropy,embed_pred_cluster,embed_topwords,true_group,lda_cluster_as_group,embed_pred_as_group,text
1576,2691,13,team game year games play season,0.381,0.476,2,car new bike price sale cars,misc.forsale,rec.sport.hockey,misc.forsale,sale compact following cds sale mint condition fairly hard label bought rights released disks like sell package deal consider individual orders titles artists blues jackson clarke frank morgan frank walter west coast boys vol john steve bobby john patterns duke jordan tommy potter art taylor paul yo
1577,5343,15,don just like know think good,0.381,0.584,13,team game year games play season,rec.sport.hockey,rec.motorcycles,rec.sport.hockey,minnesota earned right nhl franchise place hope enjoy twin city wide high school hockey hey way old wee team having care come film event golden weird town business uwo stephen lawrence western business school london ontario second posting kind idiot business school canada problem teach business scho
1578,6538,11,image software available ftp files graphics,0.380,0.470,15,don just like know think good,comp.graphics,comp.graphics,rec.motorcycles,yeah course term mach correct color effect bad color effect result visible mach bands picture smooth
1579,4100,7,time use used number point different,0.380,0.531,16,people god does believe evidence say,alt.atheism,rec.autos,alt.atheism,connor assertion complex later simply incorrect known structures lost example lost legs fish lost eyes species completely lost males birds functional wings joel statements quality evolutionary process way evolution described explained terms point reason believe understand evolution instance tend nat
1580,78,7,time use used number point different,0.379,0.606,5,drive card scsi disk dos windows,comp.sys.ibm.pc.hardware,rec.autos,comp.sys.ibm.pc.hardware,aware notes recommendations spec noted vendors including sgi violate main point reduce impedance changes noise bus
1581,5442,15,don just like know think good,0.379,0.519,11,image software available ftp files graphics,comp.windows.x,rec.motorcycles,comp.graphics,currently evaluating gui initially motif wish flexible portable popular names impressed seen galaxy spoken current users list supplied happy users expect seen comments net fairly expensive evaluation license like query net negative experiences galaxy did anybody evaluate prefer tool use galaxy regre
1582,6964,15,don just like know think good,0.379,0.529,5,drive card scsi disk dos windows,comp.graphics,rec.motorcycles,comp.sys.ibm.pc.hardware,organization world information keywords craig consider run windows time work works fine think need right driver
1583,4948,7,time use used number point different,0.379,0.520,15,don just like know think good,sci.med,rec.autos,rec.motorcycles,simple question just prevents forces fall month does prevent true yes risk extra pregnancy development inside tube actually works works oral actually prevents occuring providing feedback preventing normally occurs time happens occur device prevents wall
1584,1996,14,gun law guns government people state,0.379,0.614,15,don just like know think good,alt.atheism,talk.politics.guns,rec.motorcycles,painless isn cruel occurred frequently dawn time hardly unusual innocents die causes accidental false execution issue
1585,3899,7,time use used number point different,0.379,0.495,15,don just like know think good,rec.motorcycles,rec.autos,rec.motorcycles,good advice couple years involved low speed landed pavement head hit pavement leaving couple chips paint point impact visible damage called helmet manufacturer damage said way shell works crack way serves spread force impact wider area thing takes care hopefully remaining impact force told second st
1586,1085,15,don just like know think good,0.379,0.557,17,power use water ground wire used,sci.electronics,rec.motorcycles,sci.electronics,paul unfortunately retail outlets stock just chip stuff stock ones sell like standard dram think stop shopping store closest pick copy byte magazine circuit popular electronics like flip distributors like electronics hamilton pioneer electronics don normally deal end users like couple deal people bu
1587,7075,17,power use water ground wire used,0.379,0.435,2,car new bike price sale cars,rec.motorcycles,sci.electronics,misc.forsale,reading service manual bike couple questions hope answer checking oil level dip stick built oil cap does check cap screwed used dip stick cage stick extracted fully wiped clean fully read dip stick bike oil cap inch threads remove cap wipe stick clean reading service manual calls application bond he
1588,8422,7,time use used number point different,0.379,0.590,12,key encryption chip clipper keys privacy,sci.crypt,rec.autos,sci.crypt,urban maybe ought crypt faq actually sufficient clear magnetic media used classified data information horse mouth regarding sufficient media clearing meant controlled environment material outside controlled environment national telecommunications information systems security advisory office security
1589,462,11,image software available ftp files graphics,0.379,0.498,5,drive card scsi disk dos windows,comp.graphics,comp.graphics,comp.sys.ibm.pc.hardware,recently got hold card like programming libraries let access high resolution modes available borland turbo
1590,523,12,key encryption chip clipper keys privacy,0.379,0.537,16,people god does believe evidence say,sci.crypt,sci.crypt,alt.atheism,wrong don think pkp claims unlawful distribute code implementing rsa appears unlawful use agree sentence yes correct
1591,7293,18,god jesus church bible christ christian,0.379,0.587,7,time use used number point different,talk.religion.misc,soc.religion.christian,rec.autos,creation stories worst examples difficulty bible formed translated formed chapter problems text does demand creation stories
