text,stars
"Terrible customer service. I wouldn't mind the prices so much if the service wasn't so horrible! I've been in a few times.. And every time is the same. Ignored, until finally someone comes to help and I'm treated like I'm wasting their time. I guess the 1500$ specialized bike my mom bought just wasn't pricy enough to get some attention. Won't buy anything again..",1
"good service during a late lunch. Food was good, and heat level was spot on. good portions. the meat is clearly cooked on the side, then mixed into whatever dish you order, so the meat can be blad or had an odd flavor. Still good, and would put it on my short list of thai spots...there are TONS of thai places here",4
"I am from Seattle. I always support the local coffeehouse. Bergies is the best coffee in the Phoenix metro area. Ive been to all the other coffee houses in the area. The quality of their coffee is very high. I know that i do not need to go home to enjoy great coffee. I hope everyone supports Bergies and does not go to the worst coffee ever, Starbucks. They not only sold my Sonics (yes i take it personally), they also serve bitter, bad coffee. Go to Bergies, and you will be satisfied.",5
"Went there 6 in the morning. It's just like any McDonald's, you should know what they serve. The staff is very friendly and helpful.",4
"i have never really had filipino food, unless jolibee counts. so i still don't know the names of the food but oh man it was really delicious! the service was also really cool felt welcomed and it wasn't busy",4
"The first time I had food from this place it was brought to me at home. I tasted the lasgna and almost puked, it was a very bad reaction to the sauce. We have been back several times since. I enjoy the pizza and on occasion spaghetti as well as the salads. Not having had a bad reaction to any of these other foods we continue to patronize Sabatinos.",3
The food was really good. The service was terrible. The waitress was acting like she didn't want to be there. The least a server can do is refill your glass once you have drank all the water and have eaten all the ice. She still got her 20% tip because of gratuity.,3
"My favorite pizza in Madison, WI.\n\nhttp://www.yelp.com/biz_photos/aVBFKYoF0AHuusNssaQpJA?select=jRGZL2b1hdZcoZszIcBQRw\n\nI could care less if the pizza is pre baked and that the crust is meh. Did you see what was on my pizza?! And yes, that is all it takes to wow me sometimes. \n\nSo glad I got to have that pizza again after a 5 year hiatus.",4
"Round and short! It is not that complicated. I was unfortunately very disappointed. They tried to get me in and out in 10 minutes, like really ? They tried to just and file my nails and not cut them. After she was done and asked if I liked. I asked if she was going to shorten my nails and she started clipping them with a cuticle cutter. Basically I would never come back and would not recommend anyone to go here.",1
Very bad customer service. Too many kids work there and goof off! No management what so ever. Never got my lunch meat on time once. Go to the store off Combs.,1
"Give me another SinCity burger, please! How delectable it is! A burger topped with an egg, bacon, and cheese.....drool! Their signature Smash Fries are good, but not consistent in quality based on the many times we have been there. The salads are not bad either. Just make sure you tell them to put the dressing on the side otherwise your lettuce will be swimming in dressing. Would have been a 5 star, but the inconsistency of the quality of fries and drowning of salad dressing makes it a 4.",4
"Arcade for adults! If you have nothing to do, Dave and Busters is the place to go, they have games, you can grab a drink or something to eat. This location is really great on service. One bartender was doing tricks, pretty awesome.",5
"Smokey room. Relatively dark casino. Old people. Haggard people and few youngin's hangin' round.\n\nI had 2 eggs, bacon, potatoes and 2 pieces of toast for $3.99. Not only was it cheap but you get 4 pieces of big bacon!! Soooooo much of deal it's hard to imagine!\n\nIf you're an outdoor lover... or if you're aching to see something besides the inside of a casino, don't come here.\n\nOtherwise, this is great cheap breakfast that will fill you up and put you back to bed.",3
